n_matrices,SCM,LW_linear,OAS,LW_nonlinear,RMT
3,17.857866966177298,37.92878121376951,38.17271863457619,12.311293620054567,12.279626119493042
5,12.815568673875243,36.51087086958503,36.78664340487696,10.039212933277774,6.776180654584794
20,7.736396245472685,35.11820934376051,35.398579803779874,7.681022602670977,1.5513601601135922
30,7.342169991414048,34.98140355456612,35.247854158880834,7.487270728998392,1.041619897509383
40,7.255325609402025,34.89268491637954,35.15241443129978,7.5018009156558465,0.7853230431572539
60,6.850562449816132,34.83021897529215,35.07827689711152,7.30395299485244,0.5286557787895448
80,6.72031984059409,34.792936069852686,35.05948738870693,7.167271076410636,0.39995995670456486
100,6.7701088293971035,34.79164962478993,35.031441774555056,7.120285073038868,0.32022713748471604
1000,6.605244206741268,34.65211770619834,34.96739912593419,6.9844785522781425,0.03253026583647511
