n_matrices,SCM,LW_linear,OAS,LW_nonlinear,RMT
3,0.24266235150698598,8.936520831783671,9.443283593470001,0.20621920726097828,0.2163724087982797
5,0.16322130212944522,9.251261491577534,9.790547697036432,0.14510210542033034,0.13131628390039507
20,0.07809332486224511,9.66889083367207,10.181298787708908,0.09485199881418081,0.03317222729463121
30,0.07356271936915602,9.797544171859752,10.263501590330423,0.08968191234136903,0.021649675024175075
40,0.07151168677400185,9.854505459260535,10.326974017212065,0.09188925964223624,0.016201922846495423
60,0.06751637506004157,9.924338982989925,10.397571126174189,0.09211838958016702,0.010663513850676251
80,0.06886513327290558,9.949404361536779,10.433127973310038,0.09522534216012218,0.007840501513460187
100,0.06893088570325795,10.008661435412705,10.465063857721319,0.09760495682838809,0.006349626297618462
1000,0.07430485602705075,10.19342311854737,10.619896412490112,0.10847058018644123,0.0006226058541201726
